,Title,Published_at,Date,Time,views,Likes,Comment,Month,Youtuber_Name
201,Meet the CareerFoundry Data Analytics Mentors: Online Panel,2020-10-09T06:37:25Z,10/9/2020,06:37:25Z,1078,17,9,Oct,codebasics
202,UX Prototying with Adobe XD: Online Workshop,2020-10-01T14:32:13Z,10/1/2020,14:32:13Z,8601,135,15,Oct,codebasics
203,The Role Of a Mentor In Learning UX Design: Graduate and Mentor Panel Discussion,2020-09-30T10:10:24Z,9/30/2020,10:10:24Z,876,16,5,Sep,codebasics
204,Savvy Portfolio Building: Online Workshop,2020-09-23T08:29:39Z,9/23/2020,08:29:39Z,1492,38,2,Sep,codebasics
205,Adobe XD For Beginners: Online Workshop,2020-09-17T12:43:27Z,9/17/2020,12:43:27Z,13323,105,11,Sep,codebasics
206,A Day In The Life Of A Junior Developer,2020-09-10T10:24:53Z,9/10/2020,10:24:53Z,2411,35,2,Sep,codebasics
207,Preparing For Your Career Change: Online Workshop,2020-08-17T08:58:28Z,8/17/2020,08:58:28Z,880,14,5,Aug,codebasics
208,Meet CareerFoundry Mentors And Tutors: Online Panel Discussion,2020-08-12T11:32:45Z,8/12/2020,11:32:45Z,744,13,0,Aug,codebasics
209,7 Best Resources For UI Inspiration,2020-07-27T15:55:37Z,7/27/2020,15:55:37Z,1722,128,5,Jul,codebasics
210,How to Make Your Linkedin Profile Stand Out,2020-07-24T08:19:49Z,7/24/2020,08:19:49Z,1474,57,4,Jul,codebasics
211,How To Find A Job In UI Design During Covid-19: Online Interview With A Bootcamp Graduate,2020-07-16T07:59:57Z,7/16/2020,07:59:57Z,986,26,0,Jul,codebasics
212,LIVE UI Design Portfolio Review With A Senior Designer,2020-07-13T08:20:22Z,7/13/2020,08:20:22Z,14328,354,24,Jul,codebasics
213,What Does A UX Designer Actually Do? (Online Workshop),2020-06-25T08:15:09Z,6/25/2020,08:15:09Z,1327,38,1,Jun,codebasics
214,How to Run a Remote Design Thinking Workshop (Online Workshop),2020-06-23T14:58:54Z,6/23/2020,14:58:54Z,10166,194,9,Jun,codebasics
215,How To Get The Most Out Of An Online UX Bootcamp: Advice From Bootcamp Graduates,2020-06-16T15:54:05Z,6/16/2020,15:54:05Z,4452,65,7,Jun,codebasics
216,How To Run A Remote Design Thinking Workshop,2020-06-12T13:13:55Z,6/12/2020,13:13:55Z,49370,1185,60,Jun,codebasics
217,Designing And Prototyping With Figma,2020-05-26T14:58:14Z,5/26/2020,14:58:14Z,12918,123,4,May,codebasics
218,How To Get A Job In UX/UI Design: Advice From Bootcamp Graduates,2020-04-27T15:11:39Z,4/27/2020,15:11:39Z,4780,106,9,Apr,codebasics
219,UI Design Tutorial: How To Pick A Color Palette,2020-04-16T18:08:27Z,4/16/2020,18:08:27Z,3034,76,7,Apr,codebasics
220,LIVE UX Portfolio Review Webinar,2020-04-08T12:38:14Z,4/8/2020,12:38:14Z,6047,63,4,Apr,codebasics
221,How To Run A Design Thinking Workshop,2020-03-12T10:07:35Z,3/12/2020,10:07:35Z,78557,1370,42,Mar,codebasics
222,Typography Tutorial: How To Pick The Right Font,2020-03-11T14:06:09Z,3/11/2020,14:06:09Z,23559,188,1,Mar,codebasics
223,Junior Web Developer Portfolio Review,2020-02-27T16:23:55Z,2/27/2020,16:23:55Z,11129,241,11,Feb,codebasics
224,Reviewing a Web Developer's Portfolio,2020-01-20T16:06:40Z,1/20/2020,16:06:40Z,692,24,0,Jan,codebasics
225,5 Questions You'll Be Asked In Your UX Research Job Interview,2019-12-09T11:35:32Z,12/9/2019,11:35:32Z,23122,669,11,Dec,codebasics
226,Head Of Design Reviews A Graduate's UX Portfolio,2019-11-28T10:42:43Z,11/28/2019,10:42:43Z,15863,518,7,Nov,codebasics
227,The Voice Design Process For Voice User Interfaces (VUIs),2019-11-22T19:35:11Z,11/22/2019,19:35:11Z,14182,441,16,Nov,codebasics
228,How To Improve Your UI DESIGN SKILLS In 2020,2019-11-01T11:27:14Z,11/1/2019,11:27:14Z,19994,533,13,Nov,codebasics
229,The Top 10 UX Research Tools You Need For User Research,2019-09-26T16:07:05Z,9/26/2019,16:07:05Z,22279,693,14,Sep,codebasics
230,What's A UX Design Bootcamp—And Should You Do One?,2019-09-05T16:59:01Z,9/5/2019,16:59:01Z,7385,106,3,Sep,codebasics
231,What Is A Full-Stack Web Developer?,2019-08-22T09:15:34Z,8/22/2019,09:15:34Z,40549,910,37,Aug,codebasics
232,How To Land Your First Web Developer Job (Ultimate 2019 Guide),2019-08-15T12:32:30Z,8/15/2019,12:32:30Z,1388,34,1,Aug,codebasics
233,5-Step Guide To Getting Started In UI Design,2019-08-01T14:27:15Z,8/1/2019,14:27:15Z,42407,1019,43,Aug,codebasics
234,A Beginner’s Guide To Information Architecture,2019-07-25T10:08:38Z,7/25/2019,10:08:38Z,94608,2511,59,Jul,codebasics
235,The Fascinating History of UX Design,2019-07-12T14:06:16Z,7/12/2019,14:06:16Z,19314,445,42,Jul,codebasics
236,How To Conduct UX Research Analysis (UX Design Guide),2019-07-03T07:39:45Z,7/3/2019,07:39:45Z,118377,3129,45,Jul,codebasics
237,Web Design Vs. Web Development — What's The Difference?,2019-06-17T14:35:33Z,6/17/2019,14:35:33Z,22582,414,16,Jun,codebasics
238,How To Do Card Sorting In UX Design (Video Guide),2019-06-06T14:49:31Z,6/6/2019,14:49:31Z,64272,1650,45,Jun,codebasics
239,How To Conduct User Interviews Like A Pro (UX Design),2019-04-18T16:03:01Z,4/18/2019,16:03:01Z,78652,2080,37,Apr,codebasics
240,How To Plan A UX Research Session,2019-04-04T16:49:00Z,4/4/2019,16:49:00Z,5902,164,5,Apr,codebasics
241,The UX Research Methods Every Designer Needs To Know,2019-03-28T15:27:12Z,3/28/2019,15:27:12Z,77840,1791,45,Mar,codebasics
242,"What Is UX Research, And What's Its Purpose?",2019-03-21T10:58:43Z,3/21/2019,10:58:43Z,33390,443,8,Mar,codebasics
243,What's Driving The UX Design Industry Right Now? Two Experts Weigh In,2019-03-04T15:31:31Z,3/4/2019,15:31:31Z,2319,27,0,Mar,codebasics
244,How To Create A User Persona (Video Guide),2019-02-26T09:03:40Z,2/26/2019,09:03:40Z,204712,4139,122,Feb,codebasics
245,This Is What A Typical Day In The Life Of A UX Designer Looks Like,2019-01-16T10:42:42Z,1/16/2019,10:42:42Z,227753,5340,143,Jan,codebasics
246,How Your CareerFoundry Mentor And Tutor Help You Succeed,2019-01-07T15:04:40Z,1/7/2019,15:04:40Z,1711,27,2,Jan,codebasics
247,Essential Tools For Frontend Development,2018-12-03T13:22:27Z,12/3/2018,13:22:27Z,15856,173,8,Dec,codebasics
248,Frontend Vs. Backend Development – What's The Difference?,2018-11-12T13:05:03Z,11/12/2018,13:05:03Z,115992,3842,97,Nov,codebasics
249,How To Create Your First Wireframe (Video Guide),2018-10-29T16:48:17Z,10/29/2018,16:48:17Z,330092,5342,160,Oct,codebasics
250,How To Become A Web Developer From Scratch,2018-10-22T10:05:18Z,10/22/2018,10:05:18Z,25032,560,17,Oct,codebasics
251,The Design Thinking Process (Explained By An Expert),2018-10-11T15:27:08Z,10/11/2018,15:27:08Z,49447,442,10,Oct,codebasics
252,How To Answer 11 Key UX Design Interview Questions,2018-10-02T06:11:48Z,10/2/2018,06:11:48Z,158782,5140,70,Oct,codebasics
253,What's The Job Market For UX Design Like?,2018-09-17T19:38:10Z,9/17/2018,19:38:10Z,27486,354,22,Sep,codebasics
254,How Voice Technology Changes Everything,2018-09-03T18:08:15Z,9/3/2018,18:08:15Z,3475,55,3,Sep,codebasics
255,Your First UX Design Portfolio — What You Need To Consider,2018-08-30T15:34:50Z,8/30/2018,15:34:50Z,9609,122,5,Aug,codebasics
256,This Is How To Get Into UX Design (By A Career Coach),2018-08-27T12:02:29Z,8/27/2018,12:02:29Z,15409,179,5,Aug,codebasics
257,The Skills Every UX Designer Needs,2018-08-23T13:44:29Z,8/23/2018,13:44:29Z,32935,479,17,Aug,codebasics
258,How I Retrained As A UX Designer And Found A Profession I Love,2018-08-16T15:09:44Z,8/16/2018,15:09:44Z,24311,73,5,Aug,codebasics
259,The Different Roles & Jobs Of A UX Designer,2018-08-09T16:14:54Z,8/9/2018,16:14:54Z,27325,293,18,Aug,codebasics
260,The UX Design Process (Explained By Experts),2018-08-02T14:13:26Z,8/2/2018,14:13:26Z,74700,730,18,Aug,codebasics
261,How To Ace Your First UX Design Interview,2018-07-26T09:35:52Z,7/26/2018,09:35:52Z,10080,174,12,Jul,codebasics
262,UX Design vs. UI Design – What's The Difference?,2018-07-19T11:17:48Z,7/19/2018,11:17:48Z,161333,744,41,Jul,codebasics
263,What UX Design Skills Are Employers Looking For?,2018-07-12T19:04:54Z,7/12/2018,19:04:54Z,11502,233,7,Jul,codebasics
264,Create A Killer UX Design Portfolio With These Pro Tips,2018-07-03T13:35:21Z,7/3/2018,13:35:21Z,79959,2364,50,Jul,codebasics
265,What Is UX Design? (Video Guide),2018-06-20T09:08:13Z,6/20/2018,09:08:13Z,118570,904,36,Jun,codebasics
266,"The Books Every Good Designer Must Have Read, With AJ & Smart",2017-04-18T08:35:43Z,4/18/2017,08:35:43Z,6512,188,2,Apr,codebasics
267,How Do I Choose If UX Design Or UI Design Is For Me?,2016-07-13T16:11:18Z,7/13/2016,16:11:18Z,41935,448,17,Jul,codebasics
268,Webinar: How To Become A UI Designer,2016-02-25T18:57:59Z,2/25/2016,18:57:59Z,53349,400,28,Feb,codebasics
