,Title,Published_at,Date,Time,views,Likes,Comment,Month,Youtuber_Name
393,India Academia Connect AI Hackathon By Nvidia And Its Partners,2021-08-31T15:12:45Z,8/31/2021,15:12:45Z,5897,300,40,Aug,KrishNaik
394,Automating Data Cleaning and Data Analysis with Mito,2021-08-31T13:28:13Z,8/31/2021,13:28:13Z,13232,474,24,Aug,KrishNaik
395,Prerequisites To Apply For Data Scientist And Data Analyst Role Internship In iNeuron,2021-08-30T12:38:39Z,8/30/2021,12:38:39Z,19799,804,41,Aug,KrishNaik
396,Step By Step Process In EDA And Feature Engineering In Data Science Projects,2021-08-29T12:31:32Z,8/29/2021,12:31:32Z,65041,2395,63,Aug,KrishNaik
397,Reviewing Resume For Data Science Role- Part 1,2021-08-28T14:09:39Z,8/28/2021,14:09:39Z,62285,1289,67,Aug,KrishNaik
398,Gartner Hype Cycle Of Emerging Technologies 2021 Is Out,2021-08-27T06:06:52Z,8/27/2021,06:06:52Z,15044,298,16,Aug,KrishNaik
399,Work Is More Important Than Role- Focus More On The Work⭐⭐⭐⭐,2021-08-25T12:11:44Z,8/25/2021,12:11:44Z,6231,326,27,Aug,KrishNaik
400,Affordable Machine Learning And Advance Deep Learning  Course From iNeuron,2021-08-23T14:22:19Z,8/23/2021,14:22:19Z,14828,437,125,Aug,KrishNaik
401,"Clean, Analyze, Visualize And Perform EDA With Klib Library In No Time ️‍🔥️‍🔥️‍🔥️‍🔥",2021-08-22T11:46:48Z,8/22/2021,11:46:48Z,26323,1204,49,Aug,KrishNaik
402,300+ Solved Interview Questions And Answer For Big Data Engineering️‍🔥️‍🔥️‍🔥️‍🔥,2021-08-21T13:04:07Z,8/21/2021,13:04:07Z,15296,442,42,Aug,KrishNaik
403,Reality Of Job Description😂😂😂😂,2021-08-19T13:37:25Z,8/19/2021,13:37:25Z,11119,731,99,Aug,KrishNaik
404,Build Your Resume In No Time Using This Online Tool,2021-08-19T04:27:08Z,8/19/2021,04:27:08Z,31498,981,55,Aug,KrishNaik
405,Mistakes To Avoid While Applying Data Science Jobs? Know How To Fine Tune Your Resume,2021-08-18T12:57:43Z,8/18/2021,12:57:43Z,9101,460,43,Aug,KrishNaik
406,If You Are Losing Motivation While Learning Data Science- Hear This Story Out️‍🔥️‍🔥️‍🔥️‍🔥️‍🔥,2021-08-17T14:53:01Z,8/17/2021,14:53:01Z,19734,999,88,Aug,KrishNaik
407,My CTC Is More But Salary IS Less? Why? CTC Vs Inhand Salary,2021-08-17T04:56:00Z,8/17/2021,04:56:00Z,8665,325,28,Aug,KrishNaik
408,How Deep Made Successful Career Transition From Non Programmer To Data Analyst in Just 4 months,2021-08-16T12:56:04Z,8/16/2021,12:56:04Z,20051,485,41,Aug,KrishNaik
409,Complete Roadmap To SQL And 100+Interview Questions With Answers For Data Scientist And Data Analyst,2021-08-15T13:48:19Z,8/15/2021,13:48:19Z,43112,2196,119,Aug,KrishNaik
410,Is Google Colab Pro Slow?,2021-08-15T06:41:08Z,8/15/2021,06:41:08Z,8844,256,31,Aug,KrishNaik
411,500+ Interview Questions On Data Analyst And Business Analytics,2021-08-14T12:45:33Z,8/14/2021,12:45:33Z,41132,1552,93,Aug,KrishNaik
412,250+ Data Science Interview Questions- Just Prepare Before The Interview🔥 🔥 🔥 🔥,2021-08-13T13:49:34Z,8/13/2021,13:49:34Z,42222,1464,64,Aug,KrishNaik
413,GauGAN AI Art Tool By Nvidia- Convert Imagination Into Real Picture- Application Of GAN,2021-08-13T05:56:45Z,8/13/2021,05:56:45Z,8751,234,13,Aug,KrishNaik
414,Run VSCode In Web-Github Codespaces Introduction,2021-08-12T15:22:40Z,8/12/2021,15:22:40Z,3074,92,15,Aug,KrishNaik
415,5 Main Reasons Why Data Science Is Growing So Much?,2021-08-12T13:30:13Z,8/12/2021,13:30:13Z,8212,431,48,Aug,KrishNaik
416,Based on WorkEX What Work You May Get As A Data Scientist?,2021-08-11T15:15:57Z,8/11/2021,15:15:57Z,7640,304,27,Aug,KrishNaik
417,All My Passive Income From Starting Of My Career- Necessity Is The Mother Of My Passive Income😂😂😂😂,2021-08-11T06:43:14Z,8/11/2021,06:43:14Z,25978,981,69,Aug,KrishNaik
418,My Salary As A Data Scientist From Starting Of My Career,2021-08-10T07:30:55Z,8/10/2021,07:30:55Z,397708,11643,583,Aug,KrishNaik
419,How Santosh Cracked Data Science Interview As Fresher With 12 Lakhs per annum,2021-08-09T14:21:50Z,8/9/2021,14:21:50Z,114105,3227,167,Aug,KrishNaik
420,Top 7 Best Extensions In VSCode For Python Programming That I Use For Data Science Projects,2021-08-09T04:58:24Z,8/9/2021,04:58:24Z,65766,1624,51,Aug,KrishNaik
421,Are you Losing Motivation for Programming? Follow These Steps To Overcome It,2021-08-08T14:24:34Z,8/8/2021,14:24:34Z,18835,1092,73,Aug,KrishNaik
422,How To Land The Right Data Science Job,2021-08-08T06:27:33Z,8/8/2021,06:27:33Z,9875,415,40,Aug,KrishNaik
423,Announcing iNeuron Open Data Analyst And Business Analytics Internship,2021-08-07T13:24:02Z,8/7/2021,13:24:02Z,32159,1383,124,Aug,KrishNaik
424,2nd Tier And 3rd Tier Colleges To Data Scientist Or Data Analyst Role- Yes It Is Possible🔥🔥🔥,2021-08-06T15:00:46Z,8/6/2021,15:00:46Z,10420,370,34,Aug,KrishNaik
425,7 Days Plan To Learn Statistics For Data Analyst And Data Scientist,2021-08-06T06:00:15Z,8/6/2021,06:00:15Z,360406,4401,115,Aug,KrishNaik
426,Announcing iNeuron Data Science Open Internship To All With 15+ Different Domains Projects,2021-08-05T03:57:44Z,8/5/2021,03:57:44Z,61233,3255,336,Aug,KrishNaik
427,20+ Data Science Project Ideas From 5 Domains,2021-08-03T12:00:04Z,8/3/2021,12:00:04Z,37044,1552,82,Aug,KrishNaik
428,Analyzing Python Data Quickly with Mito,2021-08-03T04:39:27Z,8/3/2021,04:39:27Z,6896,255,20,Aug,KrishNaik
429,The Easiest way to create a README For Github,2021-08-02T14:48:00Z,8/2/2021,14:48:00Z,32543,912,30,Aug,KrishNaik
430,30+ Python Practice Problem Set For Data analyst And Data Scientist- Part 1,2021-08-02T06:18:37Z,8/2/2021,06:18:37Z,46291,1733,55,Aug,KrishNaik
431,Funny Bloopers And Behind The Scenes And Mistakes Part 2 | Data Science Videos😂😂😂😂,2021-08-01T10:39:32Z,8/1/2021,10:39:32Z,5823,308,23,Aug,KrishNaik
432,"Acer Predator Helios 300 With Nvidia RTX 3060  Deep learning Benchmarking, Get The Speed You Want😎🎉😎",2021-08-01T05:55:20Z,8/1/2021,05:55:20Z,10188,202,64,Aug,KrishNaik
433,12 days Plan To Learn Python For Data Analyst And Data Science,2021-07-31T14:10:03Z,7/31/2021,14:10:03Z,163926,7494,145,Jul,KrishNaik
434,Many Reasons Why I Like VS Code IDE- Data Science,2021-07-30T15:38:09Z,7/30/2021,15:38:09Z,10613,272,26,Jul,KrishNaik
435,Data Structures And Algorithms Playlist For You All- Ft- iNeuron,2021-07-29T15:43:25Z,7/29/2021,15:43:25Z,15367,396,59,Jul,KrishNaik
436,Is Data Privacy A Major Issue? Sharing A Recent Incident,2021-07-29T04:49:45Z,7/29/2021,04:49:45Z,2802,145,33,Jul,KrishNaik
437,How Did We Start iNeuron? Affordable Education Company,2021-07-28T06:14:26Z,7/28/2021,06:14:26Z,14922,777,96,Jul,KrishNaik
438,Coding In Movies Vs Reality Vs Coding Using Github Copilot-Savage Moments,2021-07-27T07:45:01Z,7/27/2021,07:45:01Z,13281,945,142,Jul,KrishNaik
439,Funny Behind The Scenes And Mistakes | Data Science Videos😂😂😂😂,2021-07-26T04:49:42Z,7/26/2021,04:49:42Z,41931,1673,192,Jul,KrishNaik
440,How Much Maths Do You Need To Know To Become A Data Scientist,2021-07-25T08:28:05Z,7/25/2021,08:28:05Z,50892,2378,109,Jul,KrishNaik
441,Are You Procrastinating To Learn Data Science?,2021-07-24T12:32:03Z,7/24/2021,12:32:03Z,31129,1442,111,Jul,KrishNaik
442,"Face Detection, Face Mesh, OpenPose, Holisitic, Hand Detection Using MediaPipe On Live Stream Video",2021-07-24T04:45:13Z,7/24/2021,04:45:13Z,24500,592,38,Jul,KrishNaik
443,Tracker Sheet To Learn Data Analyst Curriculum From My Playlist- Track Your Learning,2021-07-23T09:51:13Z,7/23/2021,09:51:13Z,21621,1035,57,Jul,KrishNaik
444,Skills Required For A Data Analyst In 2021- How To Learn By Self Study And For Free in 3 Months,2021-07-22T12:47:43Z,7/22/2021,12:47:43Z,59335,3133,147,Jul,KrishNaik
445,My New Laptop Acer Predator Helios 300 Unboxing With Nvidia RTX 3060 For Deep Learning And Gaming,2021-07-22T05:30:13Z,7/22/2021,05:30:13Z,11018,298,65,Jul,KrishNaik
446,Non Programmer To Data Analyst Or Data Scientist?Which Is Best To Get In Analytics Industry Quickly,2021-07-19T13:45:09Z,7/19/2021,13:45:09Z,28062,1097,139,Jul,KrishNaik
447,"Preparing Data Science From My Playlist?- Use This Tracker To Track Your Learning For ML,DL,Stats",2021-07-18T13:57:06Z,7/18/2021,13:57:06Z,35423,1741,129,Jul,KrishNaik
448,Fake Jobs In Data Science- Be Careful And Report Them,2021-07-18T05:45:09Z,7/18/2021,05:45:09Z,19025,698,132,Jul,KrishNaik
449,Krish Naik 400k Special Video,2021-07-17T13:40:39Z,7/17/2021,13:40:39Z,5391,523,95,Jul,KrishNaik
450,Pros And Cons Working In Startup Vs Service Vs Product Based Companies As Data Scientist,2021-07-17T06:48:58Z,7/17/2021,06:48:58Z,20211,710,90,Jul,KrishNaik
451,Road To 400K Live Q&A- Ask Anything Related Data Science,2021-07-16T16:21:12Z,7/16/2021,16:21:12Z,8977,531,22,Jul,KrishNaik
452,Are You Learning Data Science In The Right Way?,2021-07-16T05:02:47Z,7/16/2021,05:02:47Z,21151,718,77,Jul,KrishNaik
453,"Announcing AWS Cloud Master And AIOPS , MLOPS Affordable Course From iNeuron",2021-07-15T09:51:33Z,7/15/2021,09:51:33Z,5678,159,42,Jul,KrishNaik
454,Can We Have A YouTube Channel With Full Time Job Like Data Science,2021-07-15T04:49:06Z,7/15/2021,04:49:06Z,3322,158,14,Jul,KrishNaik
455,How To Handle Career Gaps In Job Interviews?,2021-07-14T15:22:18Z,7/14/2021,15:22:18Z,9995,532,48,Jul,KrishNaik
456,Crab Mentality- Stay Away From These Kind Of People🦀🦀🦀🦀,2021-07-14T06:07:11Z,7/14/2021,06:07:11Z,17421,1204,100,Jul,KrishNaik
457,Is There Any Official Certification For Data Science,2021-07-13T06:46:00Z,7/13/2021,06:46:00Z,40122,1319,100,Jul,KrishNaik
458,What I Hate About Job Interviews?,2021-07-12T13:52:39Z,7/12/2021,13:52:39Z,9421,532,93,Jul,KrishNaik
459,Important SQL Interview Questions FOR DATASCIENCE & ANALYTICS- Part 2- Ft: @SatyajitPattnaik,2021-07-12T12:56:44Z,7/12/2021,12:56:44Z,31701,655,46,Jul,KrishNaik
460,Data Scientist Opening In Tredence For Fresher And Experienced- Apply You Will Get Lucky,2021-07-11T14:29:38Z,7/11/2021,14:29:38Z,16408,640,65,Jul,KrishNaik
461,Making Money As A Data Scientist- How I Doubled My Income💲 💲 💲 💲,2021-07-11T08:13:37Z,7/11/2021,08:13:37Z,23751,1112,86,Jul,KrishNaik
462,"BlockChain,Cloud,Devops,Data Science, Big Data, Cybersecurity- Which Technology To Select?😰😰😰😰😰",2021-07-10T07:26:50Z,7/10/2021,07:26:50Z,73555,2903,209,Jul,KrishNaik
463,"Huge Openings Data Scientist, ML engineer, Data Analyst For Freshers In PAYPAL 2021-Start Applying",2021-07-09T07:39:42Z,7/9/2021,07:39:42Z,22333,715,58,Jul,KrishNaik
464,Now You Have AI Assisted SQL Query Generator- Don't Worry You Will Not Lose Jobs!,2021-07-09T05:15:14Z,7/9/2021,05:15:14Z,19934,452,33,Jul,KrishNaik
465,Companies To Apply For Data Analyst In 2021- How To Apply?,2021-07-08T13:18:28Z,7/8/2021,13:18:28Z,23448,1056,80,Jul,KrishNaik
466,Make Money While Studying-Build Your Brand,2021-07-07T14:42:33Z,7/7/2021,14:42:33Z,14778,871,41,Jul,KrishNaik
467,Privacy Issues With Github Copilot😲😲😲😲,2021-07-07T08:49:06Z,7/7/2021,08:49:06Z,4407,166,17,Jul,KrishNaik
468,Minimum Laptop Configuration To Start With Machine Learning And Deep Learning💻💻💻💻💻💻,2021-07-06T11:10:42Z,7/6/2021,11:10:42Z,55317,1722,213,Jul,KrishNaik
469,Generate Python Faster with Mito⭐ ⭐ ⭐ ⭐,2021-07-06T05:30:15Z,7/6/2021,05:30:15Z,5280,242,16,Jul,KrishNaik
470,My View On Github Copilot- Will Developers Lose Their Jobs?Must Watch For Everyone,2021-07-05T13:26:46Z,7/5/2021,13:26:46Z,15782,714,93,Jul,KrishNaik
471,Companies To Apply For Data Scientist And ML And DL Roles in 2021- Dont Wait-Just Apply✌ ✌ ✌ ✌ ✌ ✌,2021-07-04T13:23:48Z,7/4/2021,13:23:48Z,68027,2650,195,Jul,KrishNaik
472,Average Salary Hike Of Data Scientist In 2021 From the Data I Collected From January,2021-07-03T14:31:56Z,7/3/2021,14:31:56Z,22766,615,71,Jul,KrishNaik
473,Github Copilot Vs Tabnine AI Code Completion Autocomplete Vs KITE- Which Is Your Favourite ?,2021-07-03T04:30:19Z,7/3/2021,04:30:19Z,49297,693,58,Jul,KrishNaik
474,Sharing Devavrat Experience Of Working In Nvidia As Intern ⭐⭐⭐⭐,2021-07-02T13:11:28Z,7/2/2021,13:11:28Z,7336,218,7,Jul,KrishNaik
475,Writing Machine Learning Pipelines And Deep Learning Code Using Github Copilot ⭐⭐⭐⭐⭐⭐,2021-07-02T05:00:14Z,7/2/2021,05:00:14Z,27347,595,66,Jul,KrishNaik
476,First Time Using Github Copilot- How To Do Coding Using 1 Finger😂😂😂😂😂,2021-07-01T10:55:02Z,7/1/2021,10:55:02Z,68539,1765,270,Jul,KrishNaik
477,Breakthrough Announcement- Github Copilot- Your AI Pair Programmer- Saviour For Developers🙌🙌🙌🙌🙌🙌🙌,2021-07-01T04:30:14Z,7/1/2021,04:30:14Z,10992,490,47,Jul,KrishNaik
478,Last Week Of Data Science Preparation Before Job Interviews- Maximize Your Chances,2021-06-30T14:40:48Z,6/30/2021,14:40:48Z,14765,389,21,Jun,KrishNaik
479,Follow This Statergy To Increase Your Salary Hike In Job Interviews- Learn This Art💲 💲 💲 💲 💲 💲,2021-06-30T04:15:11Z,6/30/2021,04:15:11Z,15251,822,65,Jun,KrishNaik
480,Interesting Interview Question On Performance Metrics,2021-06-29T14:46:30Z,6/29/2021,14:46:30Z,8354,214,28,Jun,KrishNaik
481,Tutorial 3-Creating My Simple Weekly Study Timetable Using Django Views And Urls,2021-06-29T12:29:16Z,6/29/2021,12:29:16Z,8375,186,14,Jun,KrishNaik
482,Mistakes I Made In College Which You Should Not Repeat,2021-06-28T07:28:25Z,6/28/2021,07:28:25Z,9730,564,56,Jun,KrishNaik
483,Sharing My Time Table And Efficient Strategy To Learn Machine Learning In Quick Time,2021-06-27T07:08:31Z,6/27/2021,07:08:31Z,33158,1196,64,Jun,KrishNaik
484,How Data Science Projects Are Implemented Using Agile Methodology🤔 🤔 🤔 🤔 🤔 🤔 🤔,2021-06-26T06:27:01Z,6/26/2021,06:27:01Z,26794,681,53,Jun,KrishNaik
485,Important SQL Interview Questions FOR DATASCIENCE & ANALYTICS- Ft: @SatyajitPattnaik,2021-06-25T04:45:13Z,6/25/2021,04:45:13Z,49754,1587,42,Jun,KrishNaik
486,How A Support Engineer Applied ML Knowledge In His Domain And Cracked Data Science Job 👨‍🔬👨‍🔬👨‍🔬👨‍🔬,2021-06-24T11:42:17Z,6/24/2021,11:42:17Z,6775,244,22,Jun,KrishNaik
487,Day To Day Activities Of A Full Stack Data Scientist By Saurav From Nvidia And Interview Process,2021-06-23T14:30:11Z,6/23/2021,14:30:11Z,15644,470,22,Jun,KrishNaik
488,How A Manual Tester Applied Data Science Knowledge In Their Domain- Successful Transition Story,2021-06-23T06:38:37Z,6/23/2021,06:38:37Z,8738,167,19,Jun,KrishNaik
489,"AutoGluon + Nvidia Rapids-Advancing the State of the Art in AutoML,Now 10x Faster with NVIDIA RAPIDS",2021-06-23T04:29:04Z,6/23/2021,04:29:04Z,3616,107,6,Jun,KrishNaik
490,White Box Vs Black Box Models In Machine Learning- Data Science Interview Question,2021-06-21T13:27:33Z,6/21/2021,13:27:33Z,11735,426,31,Jun,KrishNaik
491,Developed Many End To End Data Science Projects But Unable To Explain In Interviews- General Q&A,2021-06-20T14:43:20Z,6/20/2021,14:43:20Z,10055,347,34,Jun,KrishNaik
492,Real Time Image Segmentation And Object Detection From Live Video Stream Using PixelLib,2021-06-20T13:30:13Z,6/20/2021,13:30:13Z,16876,338,25,Jun,KrishNaik
493,Image Segmentation And Object Detection Using 5 Lines Of Code Using PixelLib,2021-06-20T06:06:20Z,6/20/2021,06:06:20Z,27976,508,34,Jun,KrishNaik
494,Face Recognition Project In Flask Web Framework- Recognize Different Faces Easily,2021-06-19T14:15:12Z,6/19/2021,14:15:12Z,36033,892,59,Jun,KrishNaik
495,OpenCV Face And Eye Detection In Flask Web Framework,2021-06-19T05:00:15Z,6/19/2021,05:00:15Z,20973,489,21,Jun,KrishNaik
496,Tutorial 2-Creating And Running A Default Django Project In Local Server,2021-06-17T04:45:13Z,6/17/2021,04:45:13Z,12283,192,21,Jun,KrishNaik
497,"Common Doubts,Questions And Fear After Getting Data Science Job- Must For EveryOne😕😕😕😕",2021-06-16T14:05:20Z,6/16/2021,14:05:20Z,14282,480,61,Jun,KrishNaik
498,Introduction To Django Python Web Framework. When To Use Django OR When To Use Flask?,2021-06-15T14:56:21Z,6/15/2021,14:56:21Z,14521,298,19,Jun,KrishNaik
499,How to Make an Data Science Projects More Likely to Succeed? Sharing My Experience,2021-06-15T13:30:13Z,6/15/2021,13:30:13Z,10070,145,7,Jun,KrishNaik
500,The Importance Of Story Telling In Data Science Interviews,2021-06-15T05:01:30Z,6/15/2021,05:01:30Z,10574,314,25,Jun,KrishNaik
501,Video Streaming Using Webcam In Flask Web Framework,2021-06-14T15:29:54Z,6/14/2021,15:29:54Z,41734,952,82,Jun,KrishNaik
502,Why Data Science Project Fails? Sharing My 9+ Years Experience,2021-06-14T13:30:11Z,6/14/2021,13:30:11Z,4925,221,33,Jun,KrishNaik
503,Sunday Live Q&A- Ask Anything Related Data Science,2021-06-13T14:34:59Z,6/13/2021,14:34:59Z,6476,414,11,Jun,KrishNaik
504,Integrating CSS and Javascript in Flask Web Framework,2021-06-13T05:42:50Z,6/13/2021,05:42:50Z,20003,397,28,Jun,KrishNaik
505,Understanding Jinja2 Template Engine In Flask Web Framework,2021-06-12T14:58:52Z,6/12/2021,14:58:52Z,21048,481,29,Jun,KrishNaik
506,Integrating HTML With FLASK Web Framework With HTTP VERBS(Get And POST),2021-06-12T06:52:31Z,6/12/2021,06:52:31Z,30468,640,29,Jun,KrishNaik
507,How Do You Handle Multicollinearity In Machine Learning-Asked In Interview,2021-06-11T15:57:53Z,6/11/2021,15:57:53Z,6458,143,41,Jun,KrishNaik
508,Building Url Dynamically In Flask Web Framework,2021-06-11T14:06:48Z,6/11/2021,14:06:48Z,27054,579,31,Jun,KrishNaik
509,Best Practices For Becoming A Good Python Developer,2021-06-11T08:01:24Z,6/11/2021,08:01:24Z,12487,460,22,Jun,KrishNaik
510,When To Use Entropy Vs When To Use Gini Impurity In Decision Tree- Asked In Interviews,2021-06-11T05:00:13Z,6/11/2021,05:00:13Z,12669,238,26,Jun,KrishNaik
511,Understanding A Sample Flask Web Application Skeleton,2021-06-10T13:59:57Z,6/10/2021,13:59:57Z,32205,692,21,Jun,KrishNaik
512,Setting VSCode IDE To Learn Flask Web Framework For Machine Learning,2021-06-10T05:00:03Z,6/10/2021,05:00:03Z,40305,813,31,Jun,KrishNaik
513,Introduction To Flask Web Framework,2021-06-09T15:11:40Z,6/9/2021,15:11:40Z,78465,1454,53,Jun,KrishNaik
514,How Do I Prepare My Data Science Materials- Evolution From Writing Notes From Book To Ipad,2021-06-09T11:43:16Z,6/9/2021,11:43:16Z,18565,279,30,Jun,KrishNaik
515,Dynamic Pricing Machine Learning Usecase Discussion,2021-06-09T04:30:14Z,6/9/2021,04:30:14Z,14707,290,20,Jun,KrishNaik
516,Announcing iNeuron's 30 Days Fast Track Data Science Interview Preparation Live Classes,2021-06-08T06:53:24Z,6/8/2021,06:53:24Z,6624,112,16,Jun,KrishNaik
517,How To Handle Data Privacy In Data Science Projects- Solution- Asked In Interview,2021-06-08T05:00:27Z,6/8/2021,05:00:27Z,5690,155,9,Jun,KrishNaik
518,How To Handle Data Privacy In ML Projects?-Machine Learning Interview#8,2021-06-07T13:58:26Z,6/7/2021,13:58:26Z,4224,173,78,Jun,KrishNaik
519,Announcing ML Usecase Discussion Series- Dynamic Pricing-Part 1,2021-06-07T11:21:32Z,6/7/2021,11:21:32Z,10988,189,19,Jun,KrishNaik
520,Which Machine Learning Algorithm Will You Apply For A Usecase-Best Way To Answer In Interview?,2021-06-07T05:07:50Z,6/7/2021,05:07:50Z,12075,357,47,Jun,KrishNaik
521,Applied More Than 250+ Data Science Jobs But Still Not Getting Calls? What Is the Solution For This?,2021-06-06T07:00:51Z,6/6/2021,07:00:51Z,19626,725,110,Jun,KrishNaik
522,Announcing Our Second Startup- Firstfiling.in Legal And Tax Compliances,2021-06-05T07:48:45Z,6/5/2021,07:48:45Z,9610,503,77,Jun,KrishNaik
523,Success Story Of Ashesh- Getting Job As Data Scientist In US,2021-06-05T04:30:13Z,6/5/2021,04:30:13Z,5461,176,7,Jun,KrishNaik
524,Announcing iNeuron Big Data Masters Affordable Course,2021-06-04T14:39:59Z,6/4/2021,14:39:59Z,12756,277,99,Jun,KrishNaik
525,Machine Learning Interview Series With Solution #6-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-04T13:30:13Z,6/4/2021,13:30:13Z,8080,250,24,Jun,KrishNaik
526,Deep Learning Interview Series #7-Asked In Interview-Epochs Vs Batch Vs Iterations In Deep Learning,2021-06-04T04:30:14Z,6/4/2021,04:30:14Z,13003,441,20,Jun,KrishNaik
527,Machine Learning Interview Series #5-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-03T14:46:41Z,6/3/2021,14:46:41Z,9630,222,61,Jun,KrishNaik
528,Deep Learning Computer Vision Interview Series #4-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-02T15:33:52Z,6/2/2021,15:33:52Z,11954,281,63,Jun,KrishNaik
529,Tutorial 2-Linear Algebra For ML-How To Add 2 Vectors,2021-06-02T11:33:09Z,6/2/2021,11:33:09Z,6481,198,17,Jun,KrishNaik
530,Linear Algebra-What is Scalar and Vectors And Its Practical Applications In Machine Learning? ⭐⭐⭐⭐⭐⭐,2021-06-01T12:07:20Z,6/1/2021,12:07:20Z,17641,413,24,Jun,KrishNaik
531,Success Story Of Ameya- Transition To Devops In Vodafone  At GermanyFt:iNeuron,2021-06-01T04:30:12Z,6/1/2021,04:30:12Z,2719,73,11,Jun,KrishNaik
532,Explaining An End To End Machine Learning Project To A Interviewer,2021-05-31T14:15:13Z,5/31/2021,14:15:13Z,41812,1471,43,May,KrishNaik
533,Explaining An End To End Data Analyst/Business Analytics Projects,2021-05-30T13:30:13Z,5/30/2021,13:30:13Z,93739,2428,43,May,KrishNaik
534,Success Story Of Dhruv- Transition As Data Scientist In McKinsey & Company,2021-05-29T05:00:13Z,5/29/2021,05:00:13Z,15098,411,21,May,KrishNaik
535,Permutation And Combination Easily Explained,2021-05-28T06:30:16Z,5/28/2021,06:30:16Z,16665,648,33,May,KrishNaik
536,Success Story Of Rahul- Transition From Support To Data Analyst|ft: iNeuron,2021-05-28T04:30:16Z,5/28/2021,04:30:16Z,14811,361,26,May,KrishNaik
537,Custom Training Question Answer Model Using Transformer BERT,2021-05-27T13:43:38Z,5/27/2021,13:43:38Z,44294,935,47,May,KrishNaik
538,Success Story Of Purvansh- How He Got Into GSOC In The Field Of Machine Learning| Ft:iNeuron,2021-05-27T06:19:58Z,5/27/2021,06:19:58Z,4921,197,6,May,KrishNaik
539,Success Story Of Sarthak- Transition From Mechanical Engineer To Data Science- Ft:iNeuron,2021-05-26T15:44:46Z,5/26/2021,15:44:46Z,6165,213,28,May,KrishNaik
540,All Important Topics In Probability For Data Science In 1 Video,2021-05-25T13:30:16Z,5/25/2021,13:30:16Z,49169,1555,75,May,KrishNaik
541,Success Story Of Arun- Transition From Support To Data Science Ft: iNeuron,2021-05-25T05:03:43Z,5/25/2021,05:03:43Z,6051,159,19,May,KrishNaik
542,Monday Live Q&A Ask Anything Related Data Science,2021-05-24T15:37:42Z,5/24/2021,15:37:42Z,6078,440,8,May,KrishNaik
543,Generating Python By Editing Spreadsheet Using Mito,2021-05-24T06:18:32Z,5/24/2021,06:18:32Z,5439,173,15,May,KrishNaik
544,How To Perform Hypothesis Testing-Confidence Interval|Z Test Statistics| Derive Conclusion- Part 1,2021-05-23T13:45:17Z,5/23/2021,13:45:17Z,35175,989,88,May,KrishNaik
545,What Should Be A Proper Structure Of Your Data Science Projects In Github?,2021-05-23T04:30:18Z,5/23/2021,04:30:18Z,15898,608,24,May,KrishNaik
546,Training Machine Learning Algorithms In GPU Using Nvidia Rapids cuML Library,2021-05-22T13:30:14Z,5/22/2021,13:30:14Z,7972,206,24,May,KrishNaik
547,Deep Successful Career Transition From Mechanical Engineer & Teacher To Data Analyst|Ft:iNeuron,2021-05-22T04:30:18Z,5/22/2021,04:30:18Z,12645,416,35,May,KrishNaik
548,Himanshu Successful Career Transition From MCA Graduate Fresher To Data Science- Ft: iNeuron,2021-05-21T04:30:18Z,5/21/2021,04:30:18Z,8698,281,41,May,KrishNaik
549,Tutorial 2- Fine Tuning Pretrained Model On Custom Dataset Using 🤗 Transformer,2021-05-20T14:00:15Z,5/20/2021,14:00:15Z,49932,871,119,May,KrishNaik
550,Bitcoin Market Crash Analyzing As A Data Scientist Part 1-₿₿₿₿₿₿,2021-05-20T06:21:19Z,5/20/2021,06:21:19Z,7647,377,47,May,KrishNaik
551,Tutorial 1-Transformer And Bert Implementation With Huggingface,2021-05-18T13:30:16Z,5/18/2021,13:30:16Z,93304,2093,105,May,KrishNaik
552,"Introduction To Nvidia Rapids- cuDF,cuML Libraries- Run Anything In GPU⭐⭐⭐⭐⭐⭐",2021-05-18T04:30:15Z,5/18/2021,04:30:15Z,10685,274,25,May,KrishNaik
553,Tutorial 8- Pyspark Multiple Linear Regression Implementation In Databricks,2021-05-17T15:06:33Z,5/17/2021,15:06:33Z,19831,305,39,May,KrishNaik
554,Power Law Distribution And Its Examples And Application- Statistics Interview Question,2021-05-17T06:33:58Z,5/17/2021,06:33:58Z,22975,456,45,May,KrishNaik
555,Z Score And Its Applications- Important Stats Interview Question,2021-05-16T14:11:16Z,5/16/2021,14:11:16Z,34675,1031,79,May,KrishNaik
556,Whether We Should Reduce False Positive Or Negative In Confusion Matrix-Machine Learning Interviews,2021-05-16T07:30:48Z,5/16/2021,07:30:48Z,23431,621,84,May,KrishNaik
557,3 Important Things To Focus On Data Science #shorts,2021-05-15T16:30:30Z,5/15/2021,16:30:30Z,56098,3182,30,May,KrishNaik
558,"Tools, Softwares And Tips For Virtual Live Interviews",2021-05-15T14:07:14Z,5/15/2021,14:07:14Z,4959,204,17,May,KrishNaik
559,DATA SCIENCE Is All About Continuous Learning #shorts,2021-05-14T17:23:20Z,5/14/2021,17:23:20Z,24491,1342,20,May,KrishNaik
